,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,6.36,6.78,5.42,3.78,6.94,7.76,8.29,9.65,8.13,7.6,6.98,7.14,7.13
Expenses,0.76,3.43,2.61,1.66,3.1,4.09,4.89,5.92,4.83,4.33,4.65,3.74,3.65
Operating Profit,5.6,3.35,2.81,2.12,3.84,3.67,3.4,3.73,3.3,3.27,2.33,3.4,3.48
OPM %,88.05,49.41,51.85,56.08,55.33,47.29,41.01,38.65,40.59,43.03,33.38,47.62,48.81
Other Income,0.0,0.01,0.55,0.24,0.01,0.09,0.0,0.01,0.09,0.0,0.62,0.01,0.01
Interest,2.89,2.03,8.04,2.24,2.22,2.17,2.04,2.03,1.61,1.69,1.61,1.83,1.77
Depreciation,0.89,0.89,-2.66,0.88,0.88,0.88,0.9,0.99,0.99,0.74,0.9,0.85,0.97
Profit before tax,1.82,0.44,-2.02,-0.76,0.75,0.71,0.46,0.72,0.79,0.84,0.44,0.73,0.75
Tax %,53.3,0.0,-19.31,0.0,0.0,0.0,0.0,37.5,3.8,27.38,25.0,30.14,30.67
Net Profit,0.85,0.44,-2.41,-0.76,0.75,0.71,0.46,0.45,0.76,0.62,0.32,0.51,0.53
EPS in Rs,0.51,0.26,-1.44,-0.45,0.45,0.42,0.27,0.27,0.45,0.37,0.19,0.3,0.32
