,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.01,0.01,7.47,9.69
Reserves,4.93,7.01,8.35,5.16,27.3
Borrowings,0.0,0.0,0.0,0.0,0.0
Other Liabilities,1.36,1.47,2.12,3.41,5.14
Total Liabilities,6.3,8.49,10.48,16.04,42.13
Fixed Assets,0.01,0.01,0.02,0.0,0.31
CWIP,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0
Other Assets,6.29,8.48,10.46,16.04,41.82
Total Assets,6.3,8.49,10.48,16.04,42.13
