,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,104.73,86.61,55.04,64.28
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,104.73,86.61,55.04,64.28
Working Capital Days,101.61,85.92,81.73,70.55
ROCE %,,44.98,46.55,52.88
