,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Expenses,1.59,1.16,1.17,1.20,1.27,1.18,1.69,1.36,3.09,1.46,1.35,2.31,1.24
Operating Profit,-1.59,-1.16,-1.17,-1.20,-1.27,-1.18,-1.69,-1.36,-3.09,-1.46,-1.35,-2.31,-1.24
OPM %,,,,,,,,,,,,,
Other Income,0.11,0.08,0.02,0.01,0.08,0.02,0.17,0.79,0.26,0.09,0.09,0.03,0.15
Interest,0.22,0.61,0.73,0.51,0.95,0.74,0.65,0.69,0.72,0.75,0.74,0.54,0.42
Depreciation,0.01,0.07,0.03,0.03,0.03,0.03,0.06,0.02,0.02,0.02,0.02,0.02,0.02
Profit before tax,-1.71,-1.76,-1.91,-1.73,-2.17,-1.93,-2.23,-1.28,-3.57,-2.14,-2.02,-2.84,-1.53
Tax %,0.00,0.00,-2.09,-0.58,0.00,0.00,-0.90,0.00,0.00,0.00,0.00,0.00,0.00
Net Profit,-1.72,-1.77,-1.95,-1.74,-2.17,-1.92,-2.25,-1.29,-3.58,-2.14,-2.03,-2.85,-1.54
EPS in Rs,-0.33,-0.34,-0.38,-0.34,-0.42,-0.37,-0.43,-0.25,-0.70,-0.42,-0.40,-0.41,-0.24
