,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,89,157,6,50,134,108,28,86
Cash from Investing Activity,79,-115,-5,-49,-13,-39,-108,-79
Cash from Financing Activity,-82,-74,-23,-22,-83,-53,-15,86
Net Cash Flow,85,-33,-22,-20,38,16,-95,93
