,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.76
FIIs,12.52,11.94,12.55,11.81,12.29,12.01,12.06,12.1
DIIs,7.43,8.16,7.69,9.12,7.95,8.6,9.19,9.32
Government,0.09,0.09,0.07,0.07,0.0,0.0,0.0,0.0
Public,17.2,17.04,16.93,16.24,16.99,16.62,15.99,15.81
No. of Shareholders,77198.0,70849.0,90994.0,116557.0,171537.0,192094.0,187365.0,184090.0
