,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,92,92,92,92,92,92,92,92,92,92,92,92,92
Reserves,68,79,95,103,132,139,141,152,176,181,234,288,323
Borrowings,67,73,63,50,52,67,66,21,4,3,5,2,5
Other Liabilities,175,194,199,196,185,160,134,157,177,157,131,173,248
Total Liabilities,402,438,449,442,460,458,432,422,449,432,462,555,668
Fixed Assets,234,300,293,286,301,296,294,280,303,283,277,275,280
CWIP,42,0,2,3,3,0,0,1,0,3,0,3,31
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,126,138,154,153,157,163,138,141,146,145,185,278,356
Total Assets,402,438,449,442,460,458,432,422,449,432,462,555,668
