,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,0.00,0.0,0.0,141.19,319.58,331.94,212.63,125.89,286.79,143.61,254.81
Inventory Days,0.0,0.00,146.0,117.04,69.52,0.00,264.79,0.00,0.00,30.0,96.05,0.00
Days Payable,,,0.0,29.93,130.36,,602.58,,,415.0,185.7,
Cash Conversion Cycle,0.0,0.00,146.0,87.11,80.36,319.58,-5.85,212.63,125.89,-98.21,53.96,254.81
Working Capital Days,45.62,52.14,81.11,87.62,80.53,25.96,171.8,105.12,247.31,862.96,1106.97,1349.81
ROCE %,,0.00,0.0,-6.45,0.65,0.64,0.93,1.80,0.30,1.75,0.82,0.27
