,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.08,0.07,0.09,6.79,3.49,4.50,5.63,10.66,4.9,1.4,1.22,0.53,0.20
Expenses,0.08,0.07,0.09,6.90,3.47,4.48,5.63,10.75,5.01,1.45,1.37,0.7,0.41
Operating Profit,0.00,0.00,0.00,-0.11,0.02,0.02,0.00,-0.09,-0.11,-0.05,-0.15,-0.17,-0.21
OPM %,0.00,0.00,0.00,-1.62,0.57,0.44,0.00,-0.84,-2.24,-3.57,-12.3,-32.08,-105.00
Other Income,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.15,0.12,0.11,0.18,0.18,0.19
Interest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00
Depreciation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.0,0.00
Profit before tax,0.00,0.00,0.00,-0.11,0.02,0.02,0.03,0.06,0.01,0.06,0.03,0.01,-0.02
Tax %,,,,0.00,0.00,0.00,33.33,33.33,0.0,16.67,33.33,0.0,
Net Profit,0.00,0.00,0.00,-0.11,0.01,0.01,0.02,0.05,0.0,0.04,0.03,0.01,-0.01
EPS in Rs,,,,,,,,0.24,0.0,0.19,0.14,0.05,-0.04
