,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,10.24,10.24,10.24,10.24,10.24,10.23
Public,89.76,89.76,89.76,89.76,89.76,89.76
No. of Shareholders,653.0,653.0,653.0,684.0,698.0,726.0
