,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5.58,5.58,5.58,5.58,11.65,11.65,11.65,11.65,11.65,13.59,13.59,13.59,13.59
Reserves,8.8,8.93,8.96,9.2,13.68,13.75,14.2,14.21,14.46,11.15,10.71,10.61,10.32
Borrowings,2.39,4.84,3.16,0.75,3.21,3.94,3.13,0.94,0.0,0.0,0.0,0.2,0.62
Other Liabilities,0.75,0.34,1.78,1.64,4.2,2.38,2.72,3.98,0.98,4.36,3.82,3.06,2.55
Total Liabilities,17.52,19.69,19.48,17.17,32.74,31.72,31.7,30.78,27.09,29.1,28.12,27.46,27.08
Fixed Assets,0.27,0.25,0.28,0.2,0.12,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,4.05,4.05,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Other Assets,13.2,15.39,19.2,16.97,32.62,31.69,31.68,29.77,26.09,29.1,28.12,27.46,27.08
Total Assets,17.52,19.69,19.48,17.17,32.74,31.72,31.7,30.78,27.09,29.1,28.12,27.46,27.08
