,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,2.85,1.8,2.84,-0.05,0.64,10.21,-1.55,0.34,1.71,2.29
Cash from Investing Activity,0.12,-0.37,-2.46,-1.76,-1.41,-5.82,-2.0,-1.27,-0.38,-3.61
Cash from Financing Activity,-3.32,-1.29,-0.23,1.49,0.77,-4.24,3.67,1.01,-1.35,1.01
Net Cash Flow,-0.35,0.14,0.14,-0.33,0.0,0.15,0.11,0.07,-0.03,-0.3
