,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,32.0,68.0,70.0,56.0,50.0,38.0,136.0,39.0,55.0,40.0,142.0,53.0,61.0
Expenses,18.0,20.0,20.0,17.0,18.0,21.0,146.0,57.0,23.0,51.0,135.0,25.0,29.0
Operating Profit,14.0,48.0,50.0,39.0,32.0,16.0,-10.0,-17.0,32.0,-11.0,7.0,28.0,32.0
OPM %,44.0,71.0,72.0,69.0,64.0,43.0,-7.0,-44.0,59.0,-28.0,5.0,53.0,52.0
Other Income,74.0,50.0,77.0,103.0,64.0,104.0,93.0,257.0,264.0,140.0,63.0,27.0,76.0
Interest,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0
Depreciation,6.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0
Profit before tax,80.0,91.0,120.0,135.0,89.0,113.0,77.0,234.0,290.0,121.0,62.0,48.0,101.0
Tax %,21.0,21.0,17.0,17.0,20.0,22.0,35.0,27.0,23.0,26.0,27.0,16.0,22.0
Net Profit,63.0,72.0,100.0,112.0,71.0,88.0,50.0,170.0,224.0,90.0,45.0,41.0,79.0
EPS in Rs,68.31,72.3,69.21,109.23,77.12,74.61,-8.33,145.9,220.76,86.81,26.68,38.38,74.92
