,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9,9,9,9,9,9,9,9,9,9,9,36,86.0
Reserves,27,26,26,25,25,-2,-2,-2,-2,-4,-4,-2,-1.0
Preference Capital,7,7,7,7,7,0,0,0,0,0,0,0,
Borrowings,0,0,0,0,0,7,3,0,1,0,0,1,0.0
Other Liabilities,8,8,8,8,8,1,4,1,1,0,0,8,22.0
Total Liabilities,43,42,42,42,42,15,14,8,9,5,4,44,108.0
Fixed Assets,0,0,0,0,0,0,0,0,0,0,0,0,0.0
CWIP,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Investments,27,27,27,27,27,0,0,0,0,0,0,0,34.0
Other Assets,16,15,15,15,15,15,14,8,9,5,4,44,73.0
Total Assets,43,42,42,42,42,15,14,8,9,5,4,44,108.0
