,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,95.21,109.7,120.45,127.86,124.09,124.84,134.39,116.94,123.96,125.78,132.98,146.29,144.46
Expenses,86.23,95.94,122.21,121.32,116.99,115.99,121.58,119.99,118.36,119.33,118.83,132.94,127.12
Operating Profit,8.98,13.76,-1.76,6.54,7.1,8.85,12.81,-3.05,5.6,6.45,14.15,13.35,17.34
OPM %,9.43,12.54,-1.46,5.11,5.72,7.09,9.53,-2.61,4.52,5.13,10.64,9.13,12.0
Other Income,0.13,0.8,1.21,0.31,0.31,0.25,77.01,1.94,0.78,0.26,-2.65,0.62,0.76
Interest,5.02,6.21,5.79,5.02,5.16,5.64,4.79,3.31,3.94,6.63,7.51,5.79,7.67
Depreciation,2.4,2.39,2.59,2.64,2.78,3.03,3.0,3.03,3.15,3.13,3.07,3.18,3.24
Profit before tax,1.69,5.96,-8.93,-0.81,-0.53,0.43,82.03,-7.45,-0.71,-3.05,0.92,5.0,7.19
Tax %,4.73,0.84,-0.34,-7.41,-11.32,13.95,-0.62,2.82,-25.35,-7.54,-10.87,6.0,-2.5
Net Profit,1.6,5.91,-8.95,-0.86,-0.58,0.37,82.54,-7.24,-0.89,-3.28,1.02,4.69,7.36
EPS in Rs,0.64,2.36,-3.58,-0.26,-0.18,0.11,25.27,-2.21,-0.27,-1.0,0.31,1.43,2.25
