,2020-03-01,2021-03-01
Debtor Days,36.0,45.0
Inventory Days,82.0,83.0
Days Payable,139.0,157.0
Cash Conversion Cycle,-22.0,-29.0
Working Capital Days,-52.0,-51.0
ROCE %,,
