,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,61.74,62.2,62.2,62.2,62.2,62.2,62.2,62.2,62.2
Public,38.26,37.79,37.79,37.79,37.79,37.79,37.79,37.79,37.79
No. of Shareholders,3712.0,3598.0,3529.0,3520.0,3484.0,3636.0,3828.0,4027.0,4337.0
