,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,177.0,445.0,510.0,529.0,734.0,873
Expenses,89.0,134.0,149.0,210.0,247.0,290
Operating Profit,87.0,311.0,362.0,319.0,487.0,582
OPM %,50.0,70.0,71.0,60.0,66.0,67
Other Income,0.0,0.0,1.0,1.0,5.0,7
Interest,50.0,244.0,239.0,222.0,278.0,332
Depreciation,2.0,8.0,10.0,12.0,13.0,13
Profit before tax,35.0,59.0,114.0,87.0,201.0,244
Tax %,30.0,39.0,25.0,26.0,26.0,
Net Profit,24.0,36.0,85.0,65.0,150.0,182
EPS in Rs,0.36,0.46,1.03,0.77,1.67,1.92
