,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,3,3,6,5
Inventory Days,,,,,
Days Payable,,,,,
Cash Conversion Cycle,0.0,3,3,6,5
Working Capital Days,-130.0,-36,-143,-151,-120
ROCE %,,10,9,8,10
