,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,56.34,59.6,60.15,61.77,66.04,66.64,66.64
FIIs,0.0,0.0,0.0,0.0,0.12,0.0,0.0
DIIs,3.45,3.45,3.45,3.45,0.01,0.01,0.01
Public,40.22,36.95,36.41,34.78,33.83,33.35,33.36
No. of Shareholders,6168.0,5813.0,5463.0,5151.0,5019.0,5116.0,5237.0
