,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,19.6,22.57,24.63,21.83,25.89,24.39,25.15,27.94,28.45,37.89,39.33,42.36,41.94
Expenses,17.96,20.27,21.54,22.05,24.16,25.19,25.61,29.36,31.22,29.62,32.87,38.3,39.81
Operating Profit,1.64,2.3,3.09,-0.22,1.73,-0.8,-0.46,-1.42,-2.77,8.27,6.46,4.06,2.13
OPM %,8.37,10.19,12.55,-1.01,6.68,-3.28,-1.83,-5.08,-9.74,21.83,16.43,9.58,5.08
Other Income,0.81,1.08,1.06,0.78,0.77,1.66,1.35,1.25,1.89,-0.41,2.83,1.34,2.93
Interest,0.29,0.24,0.17,0.09,0.04,0.02,0.31,0.11,0.22,0.18,0.26,0.34,0.48
Depreciation,0.28,0.32,0.32,0.46,0.47,0.57,0.57,0.57,0.66,0.88,0.99,0.91,0.93
Profit before tax,1.88,2.82,3.66,0.01,1.99,0.27,0.01,-0.85,-1.76,6.8,8.04,4.15,3.65
Tax %,6.91,7.8,9.84,1600.0,-27.14,118.52,2500.0,-43.53,21.59,7.94,11.44,15.18,
Net Profit,1.74,2.61,3.31,-0.15,2.52,-0.05,-0.24,-1.22,-1.38,6.26,7.13,3.52,3.02
EPS in Rs,5.11,7.67,9.73,-0.44,7.41,-0.15,-0.71,-3.59,-4.06,18.4,20.96,10.35,8.87
