,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,35.0,31.0,30.0,44.0,49.0,53.0,56.0,64.0,51.0,56.0,71.0,89.0,93
Expenses,21.0,21.0,18.0,27.0,32.0,34.0,33.0,35.0,30.0,33.0,37.0,45.0,49
Operating Profit,13.0,10.0,11.0,17.0,17.0,19.0,23.0,29.0,20.0,23.0,34.0,43.0,44
OPM %,38.0,31.0,38.0,38.0,34.0,36.0,41.0,45.0,40.0,41.0,48.0,49.0,47
Other Income,1.0,1.0,0.0,2.0,5.0,2.0,6.0,-13.0,1.0,9.0,14.0,16.0,30
Interest,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Depreciation,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
Profit before tax,11.0,7.0,9.0,16.0,19.0,18.0,25.0,13.0,19.0,29.0,44.0,57.0,71
Tax %,25.0,32.0,36.0,34.0,26.0,33.0,22.0,59.0,24.0,18.0,20.0,22.0,
Net Profit,8.0,5.0,6.0,11.0,14.0,12.0,20.0,5.0,14.0,24.0,35.0,44.0,56
EPS in Rs,16.37,9.65,11.25,10.13,13.13,11.07,18.59,4.94,13.31,22.33,33.04,41.35,52.23
