,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,1,1,2,2,2,2,11,11,11,11,11,11
Reserves,38,43,49,56,71,83,102,98,111,135,170,215,246
Borrowings,5,2,2,2,2,5,4,3,3,0,3,6,4
Other Liabilities,7,6,7,7,6,8,10,17,11,13,19,25,20
Total Liabilities,51,51,58,67,81,97,118,128,136,159,203,257,281
Fixed Assets,19,18,16,14,16,18,17,17,21,19,19,16,15
CWIP,0,0,0,0,0,1,0,1,0,0,0,0,0
Investments,14,16,24,31,36,49,71,65,78,99,144,187,210
Other Assets,18,17,18,22,28,30,30,44,37,41,40,53,55
Total Assets,51,51,58,67,81,97,118,128,136,159,203,257,281
