,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,8,8,8,8,8.0
Reserves,103,125,128,160,170.0
Preference Capital,19,19,20,21,
Borrowings,90,133,141,128,139.0
Other Liabilities,61,121,125,106,90.0
Total Liabilities,262,387,402,402,406.0
Fixed Assets,151,187,173,207,204.0
CWIP,14,20,52,8,11.0
Investments,0,0,0,0,0.0
Other Assets,97,180,178,187,192.0
Total Assets,262,387,402,402,406.0
