,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,48.68,45.04,49.81,49.81
FIIs,1.61,0.62,0.06,0.04
DIIs,0.55,0.3,0.16,0.0
Government,0.0,0.01,0.01,0.01
Public,49.16,54.03,49.95,50.14
No. of Shareholders,28116.0,39697.0,41140.0,41228.0
