,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.15,-1.83,1.18,0.28,-0.31,0.48,1.23,-0.51,-0.2,1.73,-0.85,1.55
Cash from Investing Activity,0.24,-0.09,0.48,-1.21,0.09,0.11,2.1,1.01,-0.13,0.46,-0.55,0.25
Cash from Financing Activity,-0.18,-0.26,-0.33,1.57,-0.46,-0.41,-2.22,-0.27,-1.36,0.54,-0.33,-0.07
Net Cash Flow,0.21,-2.18,1.33,0.64,-0.68,0.19,1.11,0.23,-1.7000000000000002,2.73,-1.73,1.73
