,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,18.25,19.75,21.26,15.61,24.82,28.27,21.97,30.02,19.09,16.48,21.48,17.66,26.8
Expenses,18.54,19.13,19.88,15.07,24.24,27.65,21.34,29.4,18.69,16.09,21.4,17.22,26.39
Operating Profit,-0.29,0.62,1.38,0.54,0.58,0.62,0.63,0.62,0.4,0.39,0.08,0.44,0.41
OPM %,-1.59,3.14,6.49,3.46,2.34,2.19,2.87,2.07,2.1,2.37,0.37,2.49,1.53
Other Income,0.11,-0.02,0.12,0.06,0.08,0.06,0.09,0.05,0.15,0.24,0.14,0.19,0.25
Interest,0.2,0.23,0.22,0.19,0.33,0.26,0.27,0.16,0.04,0.18,0.19,0.22,0.3
Depreciation,0.11,0.12,0.19,0.11,0.27,0.2,0.21,0.19,0.19,0.2,0.16,0.15,0.15
Profit before tax,-0.49,0.25,1.09,0.3,0.06,0.22,0.24,0.32,0.32,0.25,-0.13,0.26,0.21
Tax %,0.0,-12.0,-0.92,26.67,0.0,27.27,66.67,34.38,21.88,36.0,38.46,53.85,-14.29
Net Profit,-0.49,0.29,1.1,0.22,0.05,0.16,0.08,0.21,0.25,0.17,-0.08,0.12,0.23
EPS in Rs,-0.29,0.17,0.64,0.13,0.03,0.09,0.05,0.12,0.15,0.1,-0.05,0.07,0.13
