,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,68.27,69.74,59.99,53.03,39.19,39.19,40.76
Public,31.73,30.26,40.01,46.97,60.81,60.81,59.24
No. of Shareholders,35.0,32.0,568.0,6615.0,15179.0,11287.0,11154.0
