,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2020-12-01
Promoters,62.95,62.95,52.95,52.88,52.88
DIIs,0.03,0.0,10.0,10.0,10.0
Public,37.02,37.05,37.05,37.12,37.12
No. of Shareholders,24295.0,21115.0,20470.0,20700.0,21109.0
