,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,6.46
Reserves,-2.29,-2.29,-2.42,-2.46,-2.49,-2.49,-2.49,-2.92,-2.87,-2.87,-2.8,-2.89,-2.37
Borrowings,1.3,3.13,4.61,5.03,5.01,6.93,4.54,4.58,1.54,1.39,9.9,18.33,17.75
Other Liabilities,0.49,0.25,0.37,0.14,0.08,0.06,0.27,0.29,0.79,0.6000000000000001,0.96,0.64,0.73
Total Liabilities,5.15,6.74,8.21,8.36,8.25,10.15,7.97,7.6,5.11,4.77,13.71,21.73,22.57
Fixed Assets,0.24,0.2,0.05,0.0,0.0,0.0,0.0,0.09,0.09,0.08,0.08,0.08,0.08
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.72,0.73,0.73,0.73,0.73,0.73,0.73,0.12,0.14,0.14,0.14,0.12,0.06
Other Assets,4.19,5.8100000000000005,7.43,7.63,7.52,9.42,7.24,7.39,4.88,4.55,13.49,21.53,22.43
Total Assets,5.15,6.74,8.21,8.36,8.25,10.15,7.97,7.6,5.11,4.77,13.71,21.73,22.57
