,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,74.61,74.61,74.61,74.61,74.61
FIIs,3.84,4.07,3.74,1.81,1.86
DIIs,9.04,11.06,11.37,10.02,9.19
Public,12.52,10.27,10.27,13.56,14.33
No. of Shareholders,164536.0,132892.0,122843.0,105011.0,99274.0
