,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,50,50,77,91,91
Reserves,322,377,445,981,1021
Borrowings,419,357,385,182,167
Other Liabilities,197,197,252,191,229
Total Liabilities,988,981,1158,1445,1508
Fixed Assets,334,342,356,387,410
CWIP,3,3,2,12,14
Investments,7,9,6,194,208
Other Assets,644,626,794,853,876
Total Assets,988,981,1158,1445,1508
