,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.41,2.11,1.92,1.97,1.82,1.98,1.87,1.15,1.6,1.18,0.7,0.35,0.53
Expenses,2.8,2.4,1.72,1.6,1.73,1.91,1.8,1.36,1.48,1.24,0.4,0.38,0.43
Operating Profit,-2.39,-0.29,0.2,0.37,0.09,0.07,0.07,-0.21,0.12,-0.06,0.3,-0.03,0.1
OPM %,-582.93,-13.74,10.42,18.78,4.95,3.54,3.74,-18.26,7.5,-5.08,42.86,-8.57,18.87
Other Income,0.01,0.01,1.36,0.0,0.32,0.1,0.55,0.0,0.03,0.01,0.34,0.0,0.0
Interest,0.24,0.21,0.15,0.14,0.14,0.12,0.14,0.07,0.06,0.06,0.06,0.06,0.05
Depreciation,0.39,0.39,0.38,0.19,0.19,0.19,0.18,0.09,0.1,0.1,0.33,0.08,0.08
Profit before tax,-3.01,-0.88,1.03,0.04,0.08,-0.14,0.3,-0.37,-0.01,-0.21,0.25,-0.17,-0.03
Tax %,0.0,0.0,-15.53,0.0,0.0,0.0,-36.67,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit,-3.01,-0.88,1.19,0.04,0.08,-0.14,0.41,-0.37,-0.01,-0.22,0.26,-0.17,-0.03
EPS in Rs,-6.09,-1.78,2.41,0.08,0.16,-0.28,0.83,-0.75,-0.02,-0.44,0.53,-0.34,-0.06
