,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,15.0,18,25,23,24,18,29,21,22
Inventory Days,2.0,3,4,4,4,2,3,,
Days Payable,21.0,19,30,23,21,16,23,,
Cash Conversion Cycle,-4.0,2,-1,4,7,4,8,21,22
Working Capital Days,-81.0,-85,-67,-55,-45,-38,-43,-23,-32
ROCE %,,12,13,17,19,29,34,31,31
