,2009-06-01,2010-06-01,2014-06-01,2015-06-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,8,8,8,8,8,8,8,8,8,8,8,18,18
Reserves,-54,-61,-63,-63,-64,-67,-71,-74,-77,-81,-76,-63,-51
Borrowings,49,44,8,8,8,20,38,69,81,92,121,130,112
Other Liabilities,19,18,53,53,53,52,53,40,45,53,69,83,73
Total Liabilities,21,8,6,6,6,13,27,43,57,72,121,168,151
Fixed Assets,6,6,4,4,4,3,19,19,20,53,47,123,125
CWIP,0,0,0,0,0,0,0,10,18,0,53,0,0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,15,3,2,2,2,9,8,13,19,19,21,45,25
Total Assets,21,8,6,6,6,13,27,43,57,72,121,168,151
