,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,2.75,3.22,7.93,16.34,32.51
Expenses,2.66,3.13,6.15,14.33,28.13
Operating Profit,0.09,0.09,1.78,2.01,4.38
OPM %,3.27,2.8,22.45,12.3,13.47
Other Income,0.0,0.12,0.0,0.0,0.11
Interest,0.02,0.02,0.03,0.24,0.2
Depreciation,0.03,0.03,0.03,0.38,0.4
Profit before tax,0.04,0.16,1.72,1.39,3.89
Tax %,25.0,0.0,36.05,25.9,29.82
Net Profit,0.03,0.15,1.11,1.04,2.74
EPS in Rs,0.03,0.14,1.05,0.98,2.59
