,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,0,0,2,15
Reserves,4,3,1,2,22,12
Borrowings,18,19,23,18,45,50
Other Liabilities,4,4,1,17,10,27
Total Liabilities,27,27,26,38,78,105
Fixed Assets,18,22,21,20,20,19
CWIP,4,0,0,0,0,0
Investments,0,0,0,0,0,1
Other Assets,4,4,4,17,58,84
Total Assets,27,27,26,38,78,105
