,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,17,2,2,12
Inventory Days,0.0,3,8,129,17
Days Payable,,1,4,9,5
Cash Conversion Cycle,0.0,20,5,121,25
Working Capital Days,-3.0,-24,51,-21,41
ROCE %,,4,-1,12,23
