,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-12,-15,23,2,18,26,50,9,1,28
Cash from Investing Activity,-5,-3,-3,0,-10,-3,-3,-40,-56,-42
Cash from Financing Activity,18,17,-20,5,2,-13,-30,34,35,21
Net Cash Flow,1,-2,0,7,9,11,18,2,-20,7
