,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4,5,12.0
Reserves,0,6,107.0
Preference Capital,5,5,
Borrowings,7,32,17.0
Other Liabilities,5,26,17.0
Total Liabilities,16,69,153.0
Fixed Assets,0,41,84.0
CWIP,0,0,4.0
Investments,0,0,0.0
Other Assets,16,27,65.0
Total Assets,16,69,153.0
