,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,31,31,31,31,31,31,31,31,31,31,31,31,31
Reserves,770,894,1073,1234,1565,1847,2163,2409,2688,2920,3233,3679,3892
Borrowings,172,181,147,127,51,1,1,1,8,7,9,14,19
Other Liabilities,244,299,314,242,272,297,281,329,285,294,328,360,473
Total Liabilities,1216,1404,1564,1634,1918,2176,2476,2769,3012,3252,3600,4083,4414
Fixed Assets,429,412,496,464,432,415,409,404,387,394,380,435,448
CWIP,12,36,11,7,3,8,5,10,27,26,87,21,23
Investments,237,324,403,494,700,896,1215,1382,726,937,1120,1713,2308
Other Assets,538,632,654,669,783,857,847,973,1872,1894,2013,1915,1635
Total Assets,1216,1404,1564,1634,1918,2176,2476,2769,3012,3252,3600,4083,4414
