,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,206,149,224,183,276,213,236,154,309,114,473,356
Cash from Investing Activity,-30,-32,-67,-186,-127,-126,-134,-110,587,-859,-378,-225
Cash from Financing Activity,-166,-46,-61,-39,-68,-75,-57,-75,-86,-86,-87,-97
Net Cash Flow,10,71,96,-43,81,11,44,-30,810,-831,8,35
