,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,225.0,236.0,295.0,458.0,617.0,691
Expenses,185.0,188.0,225.0,335.0,436.0,507
Operating Profit,40.0,48.0,70.0,123.0,181.0,183
OPM %,18.0,20.0,24.0,27.0,29.0,27
Other Income,-1.0,0.0,0.0,0.0,2.0,15
Interest,3.0,3.0,2.0,3.0,2.0,2
Depreciation,8.0,8.0,8.0,13.0,24.0,24
Profit before tax,29.0,37.0,61.0,107.0,157.0,172
Tax %,27.0,26.0,25.0,25.0,26.0,
Net Profit,21.0,28.0,45.0,80.0,117.0,128
EPS in Rs,203.37,269.45,438.27,19.4,28.18,30.97
