,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,58.44,58.43,58.43,58.43,58.43,58.43
FIIs,1.13,0.75,0.68,1.16,1.42,3.81
DIIs,10.51,11.54,11.32,9.79,9.23,15.67
Public,29.92,29.27,29.56,30.61,30.92,22.09
No. of Shareholders,27668.0,18183.0,17345.0,18386.0,19759.0,20485.0
