,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,56.04,56.04,56.04,55.72
FIIs,9.05,9.67,8.42,8.33
DIIs,6.29,5.5,4.09,2.94
Public,28.6,28.79,31.46,33.01
No. of Shareholders,86765.0,85208.0,79983.0,83292.0
