,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,242.0,410,552,473,144,133
Inventory Days,1891.0,,,,540,215
Days Payable,2200.0,,,,2029,758
Cash Conversion Cycle,-67.0,410,552,473,-1344,-409
Working Capital Days,-55.0,610,-404,-549,135,257
ROCE %,,5,4,2,3,1
