,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9,9,9,12,12,14,14,14,14,14,14,28,28.0
Reserves,99,124,141,198,229,316,309,324,269,233,247,247,258.0
Preference Capital,0,0,0,0,0,0,0,0,0,0,0,0,
Borrowings,67,65,63,62,70,59,53,58,57,46,22,17,29.0
Other Liabilities,86,81,87,69,76,212,97,97,82,60,64,82,88.0
Total Liabilities,261,280,301,341,386,601,473,493,422,352,348,373,402.0
Fixed Assets,118,106,106,110,120,93,102,101,108,75,57,67,83.0
CWIP,1,1,1,1,1,1,2,2,3,4,4,5,0.0
Investments,2,2,2,2,2,0,51,82,51,52,54,8,7.0
Other Assets,141,172,192,228,264,508,319,309,260,221,233,293,312.0
Total Assets,261,280,301,341,386,601,473,493,422,352,348,373,402.0
