,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,53.6,53.6,53.6,53.6
FIIs,6.03,5.47,4.06,2.92
DIIs,29.8,30.25,30.78,30.38
Public,10.56,10.67,11.55,13.08
No. of Shareholders,49606.0,48507.0,62548.0,73821.0
