,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10,19,19,19,19,25,25
Reserves,-38,24,-12,55,243,1408,1545
Borrowings,968,754,854,904,897,69,64
Other Liabilities,316,439,568,457,372,254,249
Total Liabilities,1256,1237,1430,1434,1532,1756,1883
Fixed Assets,940,914,882,1042,1086,1097,1082
CWIP,0,9,193,19,17,33,48
Investments,0,0,47,41,16,215,334
Other Assets,316,314,308,332,412,410,420
Total Assets,1256,1237,1430,1434,1532,1756,1883
