,2022-02-01,2022-03-01,2023-03-01
Debtor Days,2126.0,2220.0,309
Inventory Days,390.0,813.0,67
Days Payable,2017.0,872.0,128
Cash Conversion Cycle,498.0,2162.0,247
Working Capital Days,992.0,2227.0,258
ROCE %,,,7
