,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.03,0.00,0.03,0.00,0.03,0.00,0.04,0.00,0.03,0.00,0.04,0.00
Expenses,0.05,0.06,0.08,0.06,0.09,0.01,0.12,0.33,0.05,0.11,0.12,0.03,0.07
Operating Profit,-0.05,-0.03,-0.08,-0.03,-0.09,0.02,-0.12,-0.29,-0.05,-0.08,-0.12,0.01,-0.07
OPM %,,-100.00,,-100.00,,66.67,,-725.00,,-266.67,,25.00,
Other Income,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.09,0.14,0.15,0.03,0.14,0.16
Interest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,0.00,0.00,0.00,-0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
Profit before tax,-0.05,-0.03,-0.08,0.04,-0.09,0.03,-0.09,-0.20,0.09,0.07,-0.09,0.15,0.08
Tax %,0.00,0.00,37.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Profit,-0.05,-0.03,-0.05,0.04,-0.09,0.02,-0.09,-0.20,0.09,0.07,-0.09,0.15,0.07
EPS in Rs,,,,,,,,,,,,,
