,2022-09-01,2023-06-01,2023-09-01
Sales,2960.0,2797.0,3220.0
Expenses,1910.0,1667.0,2024.0
Operating Profit,1051.0,1130.0,1195.0
OPM %,36.0,40.0,37.0
Other Income,14.0,178.0,91.0
Interest,558.0,577.0,659.0
Depreciation,381.0,387.0,439.0
Profit before tax,126.0,345.0,189.0
Tax %,3.0,0.0,1.0
Net Profit,123.0,344.0,188.0
EPS in Rs,0.47,1.32,0.72
