,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,3006,271,3209,4356
Cash from Investing Activity,-8438,-11161,-3893,-6995
Cash from Financing Activity,5477,11848,297,2596
Net Cash Flow,46,959,-387,-43
