,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,12,12,12,12,12,12,12,12,12,12,12,12,11
Reserves,149,149,149,148,146,146,144,143,137,127,106,78,74
Borrowings,19,23,24,22,28,40,37,41,46,52,63,78,0
Other Liabilities,7,11,14,16,13,7,18,23,20,11,5,7,95
Total Liabilities,186,194,199,198,199,205,211,218,215,202,186,175,181
Fixed Assets,145,147,146,146,142,141,137,137,134,113,126,125,125
CWIP,0,0,0,0,0,0,0,0,0,4,6,7,10
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Assets,41,48,53,52,56,64,73,80,81,85,54,43,45
Total Assets,186,194,199,198,199,205,211,218,215,202,186,175,181
