,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,41.17,104.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
Expenses,41.25,104.06,0.31,0.45,0.33,0.64,0.29,0.36,0.42,0.35,0.50,0.95,0.49
Operating Profit,-0.08,-0.02,-0.31,-0.45,-0.33,-0.64,-0.29,-0.36,-0.42,-0.35,-0.50,-0.95,-0.49
OPM %,-0.19,-0.02,,,,,,,,,,,
Other Income,0.02,0.17,0.40,0.47,0.50,0.11,0.46,0.47,0.45,0.49,0.46,0.47,0.47000000000000003
Interest,0.0,0.0,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0
Depreciation,0.01,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.0
Profit before tax,-0.07,0.15,0.08,0.02,0.17,-0.53,0.17,0.11,0.03,0.14,-0.05,-0.48,-0.02
Tax %,0.0,13.33,25.00,150.00,29.41,0.00,29.41,36.36,66.67,21.43,-20.00,0.00,
Net Profit,-0.07,0.12,0.06,-0.02,0.12,-0.53,0.12,0.07,0.01,0.10,-0.06,-0.48,-0.02
EPS in Rs,-0.13,0.22,0.11,-0.04,0.22,-0.96,0.22,0.13,0.02,0.18,-0.11,-0.87,-0.04
