,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-4,-10,30,52,-23
Cash from Investing Activity,-23,-117,-21,-518,3
Cash from Financing Activity,28,129,-1,481,-7
Net Cash Flow,0,1,8,15,-27
