,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,17.0,110.0,460.0,932.0,1395.0
Expenses,21.0,541.0,1794.0,916.0,1350.0
Operating Profit,-4.0,-432.0,-1334.0,16.0,45.0
OPM %,-26.0,-393.0,-290.0,2.0,3.0
Other Income,1.0,4.0,12.0,21.0,-132.0
Interest,0.0,0.0,1.0,3.0,5.0
Depreciation,0.0,1.0,2.0,6.0,15.0
Profit before tax,-4.0,-428.0,-1325.0,28.0,-107.0
Tax %,0.0,0.0,-1.0,29.0,-12.0
Net Profit,-4.0,-428.0,-1332.0,20.0,-121.0
EPS in Rs,-3431.37,-419637.25,-1306098.04,19291.26,-8.84
