,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,15.92,18.52,18.52,18.52,18.52,18.52,18.52,18.52,18.52,18.52,18.52,18.52,18.55
Reserves,4.96,12.66,16.2,19.73,5.37,5.07,4.16,3.76,2.08,0.81,-0.47,-1.6,-1.42
Borrowings,33.86,36.19,45.78,65.66,58.13,55.5,55.19,55.02,55.08,55.03,55.03,22.08,18.58
Other Liabilities,11.84,18.05,28.94,36.44,9.06,4.84,6.1,7.49,7.2,6.34,6.75,1.19,2.65
Total Liabilities,66.58,85.42,109.44,140.35,91.08,83.93,83.97,84.79,82.88,80.7,79.83,40.19,38.33
Fixed Assets,4.62,12.99,12.72,10.99,9.53,8.36,7.34,6.51,5.85,5.19,4.54,4.2,4.08
CWIP,2.13,0.38,0.07,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0
Investments,0.0,0.04,0.05,0.14,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
Other Assets,59.83,72.01,96.6,129.15,81.48,75.5,76.56,78.21,76.96,75.44,75.23,35.93,34.19
Total Assets,66.58,85.42,109.44,140.35,91.08,83.93,83.97,84.79,82.88,80.7,79.83,40.19,38.33
