,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,461.0,546.0,935.0,1042.0,462.0,364.0,1139.0,366.0,154.0,288.0,735.0,501.0,431.0
Expenses,436.0,472.0,685.0,754.0,512.0,457.0,903.0,420.0,268.0,332.0,688.0,565.0,451.0
Operating Profit,25.0,74.0,250.0,288.0,-49.0,-93.0,235.0,-54.0,-114.0,-44.0,47.0,-64.0,-19.0
OPM %,6.0,14.0,27.0,28.0,-11.0,-26.0,21.0,-15.0,-74.0,-15.0,6.0,-13.0,-5.0
Other Income,26.0,22.0,28.0,17.0,21.0,17.0,19.0,19.0,20.0,19.0,22.0,13.0,11.0
Interest,2.0,3.0,7.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,7.0,5.0,2.0
Depreciation,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,4.0,6.0,7.0
Profit before tax,42.0,86.0,263.0,295.0,-38.0,-87.0,241.0,-44.0,-103.0,-34.0,58.0,-62.0,-18.0
Tax %,26.0,26.0,26.0,27.0,21.0,24.0,20.0,0.0,0.0,0.0,-43.0,6.0,-19.0
Net Profit,31.0,64.0,194.0,216.0,-30.0,-66.0,194.0,-44.0,-102.0,-34.0,82.0,-58.0,-21.0
EPS in Rs,0.5,1.05,3.19,3.55,-0.5,-1.09,3.19,-0.72,-1.68,-0.56,1.35,-0.95,-0.35
