,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,99.0,99.06,99.06,99.03,99.03,99.03,99.03
DIIs,0.68,0.51,0.46,0.15,0.13,0.13,0.13
Public,0.32,0.44,0.48,0.82,0.83,0.84,0.84
No. of Shareholders,8344.0,10176.0,9730.0,14447.0,18205.0,19131.0,21857.0
