,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,115.0,108,28,220,122,189,192,108,156,66,186
Inventory Days,10.0,4,7,1,2,13,4,5,4,1,8
Days Payable,71.0,9,16,135,17,12,41,55,30,18,139
Cash Conversion Cycle,54.0,103,18,86,107,190,154,58,130,48,55
Working Capital Days,88.0,116,67,118,67,64,84,87,174,87,153
ROCE %,,6,5,2,3,-6,-45,23,7,17,13
