,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,14,14,14,14,14,11,11,11,11,11,11,11,11.0
Reserves,398,428,440,410,386,286,322,311,203,230,263,210,238.0
Preference Capital,0,0,0,0,0,0,0,0,0,13,14,16,
Borrowings,492,497,571,497,429,440,468,515,511,377,319,301,305.0
Other Liabilities,186,224,221,264,278,322,330,423,455,327,352,394,376.0
Total Liabilities,1090,1163,1247,1186,1107,1060,1131,1260,1180,945,947,916,931.0
Fixed Assets,339,349,383,373,384,317,323,343,448,464,463,448,441.0
CWIP,7,5,11,19,8,16,22,104,29,17,8,7,24.0
Investments,268,295,293,280,283,251,296,288,186,134,132,14,16.0
Other Assets,476,514,560,513,432,476,490,526,516,330,344,447,450.0
Total Assets,1090,1163,1247,1186,1107,1060,1131,1260,1180,945,947,916,931.0
