,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,58.37,58.37,58.37,58.37,58.37,58.37,61.28,61.28
Public,41.63,41.63,41.63,41.63,41.63,41.63,38.72,38.73
No. of Shareholders,5001.0,4386.0,4085.0,3933.0,3914.0,4667.0,4483.0,4283.0
