,2021-03-01,2022-03-01,2023-03-01
Debtor Days,88.42,38.98,71.67
Inventory Days,343.85,165.81,281.02
Days Payable,181.87,37.97,90.98
Cash Conversion Cycle,250.39,166.82,261.71
Working Capital Days,158.73,103.57,139.7
ROCE %,,15.26,1.08
